Restaurant,Location,Cuisines,URL,Total_Items,Prices_List,Min_Price,Max_Price,Avg_Price,City
Shawermetna,"inCamp Chezar,Egypt","Shawarma, Grills",https://www.talabat.com/egypt/restaurant/709649/shawermetna-camp-chezar?aid=7177,79,"[135.0, 25.0, 60.0, 120.0, 60.0, 170.0, 285.0, 295.0, 220.0, 280.0, 365.0, 600.0, 300.0, 280.0, 255.0, 510.0, 420.0, 465.0, 230.0, 265.0, 235.0, 80.0, 285.0, 295.0, 220.0, 280.0, 365.0, 600.0, 300.0, 280.0, 255.0, 510.0, 420.0, 465.0, 580.0, 230.0, 265.0, 235.0, 80.0, 170.0, 215.0, 225.0, 120.0, 135.0, 130.0, 150.0, 135.0, 125.0, 135.0, 60.0, 85.0, 95.0, 275.0, 475.0, 155.0, 170.0, 180.0, 200.0, 280.0, 295.0, 260.0, 260.0, 245.0, 235.0, 235.0, 250.0, 225.0, 410.0, 155.0, 180.0, 100.0, 25.0, 25.0, 15.0, 15.0, 60.0, 40.0, 75.0, 25.0]",15.0,600.0,227.40506329113924,alexandria
Pizza Roma,"inSporting,Egypt","Pizza, Crepes",https://www.talabat.com/egypt/restaurant/627975/pizza-roma-sporting?aid=7177,235,"[90.0, 110.0, 110.0, 100.0, 110.0, 100.0, 100.0, 120.0, 120.0, 100.0, 100.0, 120.0, 125.0, 75.0, 80.0, 80.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 100.0, 120.0, 120.0, 100.0, 150.0, 125.0, 130.0, 125.0, 170.0, 90.0, 100.0, 120.0, 60.0, 75.0, 80.0, 70.0, 110.0, 110.0, 120.0, 140.0, 110.0, 130.0, 100.0, 100.0, 120.0, 150.0, 160.0, 125.0, 125.0, 135.0, 150.0, 115.0, 125.0, 135.0, 165.0, 175.0, 135.0, 125.0, 135.0, 150.0, 140.0, 140.0, 165.0, 175.0, 130.0, 220.0, 130.0, 120.0, 110.0, 120.0, 120.0, 325.0, 130.0, 130.0, 130.0, 140.0, 55.0, 150.0, 160.0, 110.0, 120.0, 220.0, 120.0, 85.0, 40.0, 60.0, 75.0, 120.0, 40.0, 25.0, 20.0, 20.0, 15.0, 20.0, 25.0, 15.0, 20.0]",15.0,325.0,111.6,alexandria
Dixi's,"inSidi Gaber,Egypt","Fried chicken, Sandwiches, Fast Food, Chicken",https://www.talabat.com/egypt/restaurant/610532/dixis-sidi-gaber?aid=7177,58,"[110.0, 300.0, 110.0, 140.0, 35.0, 35.0, 300.0, 250.0, 160.0, 160.0, 144.0, 280.0, 500.0, 230.0, 125.0, 150.0, 200.0, 140.0, 110.0, 150.0, 200.0, 150.0, 200.0, 185.0, 150.0, 200.0, 140.0, 250.0, 430.0, 250.0, 145.0, 220.0, 630.0, 750.0, 920.0, 150.0, 55.0, 140.0, 85.0, 85.0, 35.0, 60.0, 50.0, 60.0, 110.0, 35.0, 55.0, 15.0, 80.0, 60.0, 30.0, 45.0, 15.0, 25.0, 20.0, 10.0, 55.0, 70.0]",10.0,920.0,168.86206896551724,alexandria
TBS,"inGreen Plaza,Egypt","coffee & tea, Healthy",https://www.talabat.com/egypt/restaurant/503228/tbs--green-plaza?aid=7177,115,"[120.0, 100.0, 130.0, 50.0, 120.0, 165.0, 160.0, 170.0, 200.0, 160.0, 135.0, 175.0, 120.0, 140.0, 95.0, 130.0, 135.0, 120.0, 120.0, 210.0, 190.0, 220.0, 220.0, 200.0, 205.0, 240.0, 250.0, 250.0, 260.0, 210.0, 260.0, 260.0, 260.0, 210.0, 340.0, 270.0, 170.0, 155.0, 155.0, 170.0, 450.0, 330.0, 270.0, 375.0, 210.0, 205.0, 85.0, 90.0, 90.0, 115.0, 105.0, 105.0, 100.0, 140.0, 135.0, 150.0, 695.0, 1095.0, 720.0, 1420.0, 695.0, 185.0, 185.0, 210.0, 205.0, 75.0, 105.0, 105.0, 95.0, 75.0, 100.0, 100.0, 115.0, 660.0, 860.0, 115.0, 120.0, 120.0, 1160.0, 110.0, 105.0, 105.0, 145.0, 110.0, 85.0, 85.0, 85.0, 90.0, 120.0, 120.0, 125.0, 110.0, 125.0, 125.0, 330.0, 330.0, 60.0, 50.0, 55.0, 60.0, 60.0, 50.0, 50.0, 40.0, 40.0, 40.0, 95.0, 90.0, 90.0, 60.0, 60.0, 35.0, 65.0]",35.0,1420.0,201.10619469026548,alexandria
Everyday,"inMoharam Bek - El Rasafa,Egypt","Pies, Crepes, Pizza",https://www.talabat.com/egypt/restaurant/745891/everyday-karmos?aid=7177,134,"[100.0, 105.0, 95.0, 105.0, 105.0, 100.0, 100.0, 100.0, 110.0, 50.0, 65.0, 65.0, 40.0, 45.0, 45.0]",40.0,110.0,82.0,alexandria
Wok and Walk,"inMandara,Egypt","Chinese, Asian, Asian, Japanese",https://www.talabat.com/egypt/restaurant/741327/wok-and-walk-mandara?aid=7177,43,"[330.0, 325.0, 330.0, 75.0, 87.0, 432.0, 869.0, 432.0, 869.0, 320.0, 330.0, 320.0, 320.0, 330.0, 330.0, 330.0, 98.0, 98.0, 75.0, 92.0, 87.0, 80.0, 80.0, 80.0, 258.0, 270.0, 230.0, 295.0, 330.0, 330.0, 330.0, 325.0, 85.0, 85.0, 30.0, 30.0, 30.0, 10.0, 30.0, 20.0, 5.0]",5.0,869.0,229.5609756097561,alexandria
Abo Rabie,"inSemouha - Victor Emanouil,Egypt","foul & falafel, Sandwiches",https://www.talabat.com/egypt/restaurant/503901/abo-rabie--semouha?aid=7177,125,"[110.0, 85.0, 115.0, 140.0, 100.0, 130.0, 160.0, 25.0, 40.0, 28.0, 28.0, 27.0, 30.0, 35.0, 43.0, 43.0, 45.0, 45.0, 48.0, 48.0, 50.0, 50.0, 45.0, 30.0, 50.0, 45.0, 45.0, 55.0, 40.0, 40.0, 40.0, 45.0, 75.0, 60.0, 65.0, 65.0, 90.0, 75.0, 80.0, 90.0, 80.0, 80.0, 62.0, 80.0, 100.0, 90.0, 90.0, 80.0, 85.0, 85.0, 70.0, 3.5, 25.0, 40.0, 35.0, 25.0, 3.0, 5.0, 6.0, 12.0, 14.0, 16.0, 17.0, 26.0, 15.0, 12.0, 30.0, 35.0, 35.0, 60.0, 50.0, 35.0, 8.0, 75.0, 75.0]",3.0,160.0,53.59333333333333,alexandria
Shamy Elbait elkeber,"inSemouha,Egypt","Syrian, Shawerma, Sandwiches",https://www.talabat.com/egypt/restaurant/730085/shamy-elbait-elkeber-semouha--victor-emanouil?aid=7177,119,"[40.25, 35.0, 224.25, 23.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 205.0, 160.0, 190.0, 230.0, 260.0, 245.0, 39.2, 40.25, 61.0, 32.2, 55.4, 61.0, 156.2, 173.0, 140.0, 165.0, 179.0, 162.0, 110.0, 195.0, 179.0, 130.0, 172.5, 276.0, 322.0, 224.25, 184.0, 207.0, 184.0, 244.95, 184.0, 172.5, 276.64, 218.5, 190.35, 264.5, 483.0, 287.2, 488.75, 150.0, 95.8, 95.8, 172.5, 195.5, 212.75, 230.0, 90.0, 85.0, 95.8, 107.0, 114.0, 101.4, 95.8, 96.37, 58.65, 72.0, 90.0, 90.0, 101.4, 107.0, 96.37, 130.0, 155.25, 131.34, 26.27, 23.0, 28.75, 40.25, 35.03, 46.0, 12.18, 45.0, 46.0, 15.68, 839.5, 115.0, 30.46, 51.75, 40.25, 35.0, 51.75, 18.4, 18.4, 13.8, 28.75, 23.52]",12.18,839.5,168.73963636363632,alexandria
Pizza Hut,"inCarrefour,Egypt","Pizza, Salad, Pizza & Pies",https://www.talabat.com/egypt/restaurant/647601/pizza-hut-carrefour-alex-ph?aid=7177,90,"[286.0, 205.0, 90.0, 179.0, 159.0, 113.0, 847.0, 622.0, 690.0, 704.0, 615.0, 620.0, 286.0, 197.0, 59.0, 131.0, 131.0, 131.0, 847.0, 622.0, 690.0, 704.0, 615.0, 620.0, 369.0, 539.0, 649.0, 569.0, 569.0, 695.0, 286.0, 239.0, 225.0, 205.0, 197.0, 121.0, 125.0, 121.0, 75.0, 75.0, 75.0, 113.0, 143.0, 143.0, 168.0, 198.0, 198.0, 168.0, 168.0, 198.0, 168.0, 198.0, 143.0, 103.0, 103.0, 103.0, 103.0, 179.0, 159.0, 25.0, 25.0, 25.0, 90.0, 90.0, 90.0, 85.0, 160.0, 170.0, 134.0, 160.0, 130.0, 55.0, 29.0, 85.0, 86.0, 224.0, 55.0, 45.0, 45.0, 145.0, 105.0, 60.0, 40.0, 61.0, 63.0, 40.0, 40.0, 40.0, 40.0, 20.0]",20.0,847.0,227.94444444444449,alexandria
Brew & Chew,"inSemouha,Egypt","Desserts, coffee & tea, Sandwiches",https://www.talabat.com/egypt/restaurant/712953/brew-chew-semouha--victor-emanouil?aid=7177,93,"[256.0, 260.0, 150.0, 280.0, 345.0, 320.0, 160.0, 175.0, 155.0, 135.0, 115.0, 115.0, 150.0, 150.0, 150.0, 150.0, 155.0, 140.0, 175.0, 165.0, 160.0, 170.0, 140.0, 135.0, 140.0, 145.0, 170.0, 160.0, 160.0, 160.0, 320.0, 330.0, 285.0, 290.0, 315.0, 280.0, 306.0, 256.0, 293.0, 290.0, 345.0, 256.0, 260.0, 420.0, 370.0, 320.0, 390.0, 400.0, 490.0, 421.0, 500.0, 500.0, 410.0, 459.0, 361.0, 430.0, 361.0, 341.0, 505.0, 460.0, 380.0, 170.0, 175.0, 175.0, 160.0, 160.0, 130.0, 110.0, 115.0, 130.0, 150.0, 150.0, 150.0, 173.0, 173.0, 173.0, 160.0, 150.0, 310.0, 320.0, 316.0, 310.0, 320.0, 295.0, 230.0, 230.0, 316.0, 241.0, 316.0, 316.0, 70.0]",70.0,505.0,250.3186813186813,alexandria
Mgabes,"inAzarita,Egypt","Grills, Chicken, Arabic, Arabic, Indian",https://www.talabat.com/egypt/restaurant/646609/mgabes-azarita?aid=7177,72,"[70.0, 485.0, 35.0, 90.0, 60.0, 530.0, 100.0, 120.0, 90.0, 130.0, 100.0, 115.0, 185.0, 495.0, 890.0, 875.0, 530.0, 485.0, 90.0, 95.0, 115.0, 125.0, 95.0, 80.0, 90.0, 105.0, 115.0, 115.0, 220.0, 90.0, 200.0, 235.0, 145.0, 715.0, 90.0, 70.0, 145.0, 70.0, 55.0, 90.0, 40.0, 25.0, 40.0, 30.0, 35.0, 85.0, 35.0, 45.0, 35.0, 35.0, 35.0, 45.0, 55.0, 20.0, 60.0]",20.0,890.0,166.45454545454547,alexandria
Maharaja,"inSemouha - Modereyt El Amn El Gadeda,Egypt","Indian , Vegetarian, Indian, Indian",https://www.talabat.com/egypt/restaurant/704790/maharaja-semouha--modereyt-el-amn-el-gadeda?aid=7177,132,"[335.0, 110.0, 70.0, 275.0, 295.0, 80.0, 625.0, 772.0, 655.0, 895.0, 1261.0, 625.0, 772.0, 655.0, 895.0, 1261.0, 117.0, 117.0, 107.0, 123.0, 123.0, 123.0, 60.0, 123.0, 123.0, 50.0, 30.0, 40.0, 30.0, 30.0, 133.0, 133.0, 123.0, 123.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 335.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 362.0, 615.0, 615.0, 375.0, 375.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 255.0, 282.0, 255.0, 375.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 353.0, 510.0, 295.0, 375.0, 295.0, 690.0, 400.0, 235.0, 235.0, 615.0, 375.0, 295.0, 275.0, 180.0, 202.0, 110.0, 85.0, 95.0, 85.0, 80.0, 80.0, 70.0, 70.0, 70.0, 50.0, 50.0, 50.0, 80.0, 80.0, 80.0, 95.0, 65.0, 70.0, 70.0, 65.0, 65.0, 91.0, 91.0, 91.0, 91.0, 91.0, 91.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 29.0, 25.0, 40.0, 70.0, 40.0, 50.0]",25.0,1261.0,252.3030303030303,alexandria
Mince,"inGiza,Egypt","Burgers, Fast Food, American",https://www.talabat.com/egypt/restaurant/514551/mince-giza?aid=7766,86,"[240.0, 105.0, 195.0, 195.0, 90.0, 150.0, 150.0, 190.0, 65.0, 105.0, 145.0, 65.0, 160.0, 150.0, 160.0, 155.0, 120.0, 155.0, 90.0, 150.0, 150.0, 145.0, 80.0, 55.0, 60.0, 60.0, 90.0, 110.0, 210.0, 210.0, 210.0, 210.0, 195.0, 225.0, 195.0, 240.0, 210.0, 230.0, 195.0, 205.0, 200.0, 180.0, 195.0, 210.0, 200.0, 200.0, 205.0, 195.0, 280.0, 140.0, 200.0, 240.0, 135.0, 120.0, 140.0, 110.0, 130.0, 180.0, 190.0, 180.0, 175.0, 60.0, 45.0, 45.0, 45.0, 50.0, 55.0, 20.0, 20.0, 15.0, 20.0, 15.0, 15.0, 35.0, 20.0, 40.0, 20.0, 10.0, 20.0]",10.0,280.0,132.59493670886076,cairo
Kyoto Sushi,"inDokki - Mosaddak,Egypt","Sushi, Japanese , Asian",https://www.talabat.com/egypt/restaurant/649438/kyoto-sushi-dokki--mosaddak?aid=7766,238,"[638.4, 191.5, 273.6, 285.0, 656.6, 250.8, 250.8, 273.6, 250.8, 146.0, 285.0, 250.8, 285.0, 285.0, 164.2, 164.2, 285.0, 250.8, 250.8, 285.0, 228.0, 148.2, 273.6, 410.4, 410.4, 73.0, 38.8, 19.4, 260.0, 260.0, 260.0, 202.92, 260.0, 260.0, 260.0, 260.0, 148.2, 171.0, 262.2, 262.2, 262.2, 262.2, 262.2, 638.4, 410.4, 581.4, 656.6, 996.4, 1055.6, 1550.4, 1824.0, 2565.0, 2918.4, 3892.0, 136.8, 125.4, 136.8, 52.4, 96.9, 136.8, 68.4, 262.2, 59.3, 148.2, 142.5, 399.0, 228.8, 399.0, 399.0, 74.1, 296.4, 330.6, 296.0, 250.8, 273.6, 250.8, 146.0, 285.0, 250.8, 285.0, 285.0, 164.2, 164.2, 285.0, 250.8, 250.8, 285.0, 228.0, 148.2, 273.6, 34.2, 34.2, 34.2, 31.9, 25.1, 31.9, 31.9, 17.1, 18.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 410.4, 410.4, 73.0, 38.8, 19.4, 364.8, 364.8, 364.8, 364.8, 273.6, 273.6, 273.6, 228.0, 228.0, 273.6, 228.0, 273.6, 193.8, 273.6, 273.6, 273.6, 260.0, 260.0, 260.0, 202.92, 260.0, 260.0, 260.0, 260.0, 148.2, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 112.9, 112.9, 262.2, 262.2, 262.2, 262.2, 262.2, 112.86, 44.5, 44.5, 131.1, 131.1, 131.1, 131.1, 131.1, 44.5, 131.1, 85.5, 131.1, 131.1, 131.1, 399.0, 399.0, 342.0, 34.2, 34.2, 34.2, 34.2, 68.4, 159.6, 191.5, 239.4, 287.3, 319.2, 351.1, 478.8, 638.4, 410.4, 581.4, 656.6, 996.4, 1055.6, 1550.4, 1824.0, 2565.0, 2918.4, 3892.0]",17.1,3892.0,358.61197916666634,cairo
Mo'men,"inAl Manial,Egypt","Sandwiches, Fish & Seafood, Burgers, Chicken",https://www.talabat.com/egypt/restaurant/502351/momen--al-manial?aid=7766,112,"[406.0, 430.0, 250.0, 40.0, 406.0, 980.0, 430.0, 250.0, 240.0, 333.0, 331.0, 339.0, 392.0, 500.0, 639.0, 531.0, 746.0, 800.0, 923.0, 406.0, 376.5, 427.5, 240.0, 980.0, 430.0, 250.0, 240.0, 333.0, 331.0, 339.0, 392.0, 500.0, 639.0, 531.0, 746.0, 800.0, 923.0, 451.0, 257.0, 257.0, 257.0, 182.0, 182.0, 194.0, 308.0, 63.0, 68.0, 302.0, 268.0, 250.0, 307.0, 250.0, 228.0, 57.0, 17.0, 17.0, 46.0, 137.0, 63.0, 86.0, 86.0, 74.0, 74.0, 80.0, 60.5, 17.0, 17.0, 17.0, 17.0, 19.0, 23.0, 17.0, 40.0, 63.0, 154.0, 97.0, 103.0, 131.0, 29.0, 33.0, 33.0, 33.0, 52.0, 27.0, 13.0]",13.0,980.0,275.3705882352941,cairo
Costa Coffee,"inDowntown - Abdin,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/502873/costa-coffee--sherif-streettgo?aid=7766,83,"[95.0, 80.0, 100.0, 95.0, 105.0, 95.0, 200.0, 220.0, 185.0, 95.0, 95.0, 100.0, 80.0, 105.0, 105.0, 100.0, 70.0, 70.0, 70.0, 65.0, 105.0, 100.0, 60.0, 100.0, 100.0, 100.0, 95.0, 100.0, 100.0, 110.0, 125.0, 80.0, 105.0, 100.0, 100.0, 105.0, 105.0, 100.0, 95.0, 95.0, 145.0, 120.0, 110.0, 110.0, 110.0, 120.0, 125.0, 120.0, 160.0, 160.0, 180.0, 120.0, 180.0, 90.0, 85.0, 70.0, 55.0, 95.0, 110.0, 70.0, 70.0, 110.0, 110.0, 110.0, 90.0, 70.0, 99.0, 120.0, 75.0, 75.0, 90.0, 150.0, 150.0, 150.0, 165.0, 155.0, 95.0, 40.0, 90.0, 90.0, 90.0, 25.0, 40.0]",25.0,220.0,104.86746987951808,cairo
Recota,"inAnwar El Sadat,Egypt","Pizza, Desserts, Fast Food",https://www.talabat.com/egypt/restaurant/508082/recota-al-manial?aid=7766,82,"[70.0, 70.0, 70.0, 70.0, 110.0, 120.0, 120.0, 120.0]",70.0,120.0,93.75,cairo
City Drink,"inAl Manial,Egypt","Beverages, Beverages, Desserts",https://www.talabat.com/egypt/restaurant/680200/city-drink-al-manial?aid=7766,246,"[320.0, 70.0, 350.0, 300.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 60.0, 75.0, 75.0, 60.0, 20.0, 350.0, 160.0, 150.0, 150.0, 150.0, 250.0, 175.0, 160.0, 225.0, 300.0, 140.0, 160.0, 80.0, 130.0, 125.0, 110.0, 80.0, 100.0, 80.0, 80.0, 140.0, 175.0, 160.0, 190.0, 320.0, 400.0, 400.0, 350.0, 30.0, 25.0, 30.0, 50.0, 45.0, 50.0, 35.0, 70.0, 105.0, 55.0, 70.0, 95.0, 300.0]",20.0,400.0,141.78571428571428,cairo
Mawlay,"inGarden City,Egypt","Arabic, Egyptian",https://www.talabat.com/egypt/restaurant/771138/mawlay-garden-city?aid=7766,90,"[90.0, 380.0, 165.0, 720.0, 350.0, 110.0, 100.0, 180.0, 195.0, 70.0, 165.0, 195.0, 195.0, 195.0, 125.0, 240.0, 150.0, 135.0, 140.0, 140.0, 140.0, 380.0, 720.0, 319.0, 299.0, 299.0, 390.0, 260.0, 350.0, 260.0, 405.0, 510.0, 422.0, 345.0, 625.0, 535.0, 350.0, 375.0, 310.0, 510.0, 350.0, 410.0, 225.0, 90.0, 440.0, 530.0, 300.0, 295.0, 125.0, 465.0, 375.0, 710.0, 420.0, 75.0, 50.0, 50.0, 70.0, 50.0, 60.0, 55.0, 60.0, 60.0, 45.0, 55.0, 45.0, 60.0, 85.0, 65.0, 75.0, 70.0, 55.0, 165.0, 70.0, 55.0, 95.0, 20.0, 65.0]",20.0,720.0,235.5064935064935,cairo
Cook Door,"inAl Manial,Egypt","Sandwiches, Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/510616/cook-door-al-manial--tgo?aid=7766,71,"[90.0, 325.0, 964.0, 450.0, 600.0, 639.0, 964.0, 450.0, 600.0, 639.0, 220.0, 245.0, 230.0, 260.0, 520.0, 520.0, 290.0, 115.0, 115.0, 290.0, 185.0, 450.0, 155.0, 155.0, 360.0, 360.0, 360.0, 360.0, 345.0, 325.0, 315.0, 60.0, 120.0, 60.0, 90.0, 220.0, 245.0, 230.0, 260.0, 80.0, 49.0, 40.0, 25.0, 20.0, 5.0, 20.0, 20.0, 20.0, 20.0, 20.0, 25.0, 25.0, 20.0]",5.0,964.0,256.0377358490566,cairo
SIRAJ,"inMohandesin - Jazerat El Arab,Egypt","International, Beverages",https://www.talabat.com/egypt/restaurant/796833/siraj-mohandesin--jazerat-el-arab?aid=7766,131,"[65.0, 70.0, 590.0, 65.0, 250.0, 170.0, 1700.0, 2550.0, 2050.0, 1050.0, 1150.0, 1700.0, 1800.0, 910.0, 910.0, 910.0, 730.0, 590.0, 790.0, 815.0, 590.0, 450.0, 40.0, 190.0, 140.0, 140.0, 155.0, 155.0, 140.0, 155.0, 320.0, 230.0, 280.0, 350.0, 310.0, 300.0, 350.0, 350.0, 150.0, 130.0, 170.0, 310.0, 280.0, 150.0, 190.0, 170.0, 150.0, 150.0, 160.0, 65.0, 65.0, 65.0, 70.0, 150.0, 50.0]",40.0,2550.0,472.45454545454544,cairo
Vinny's Pizzeria,"inZamalek,Egypt","Pizza, Desserts, Salad",https://www.talabat.com/egypt/restaurant/503502/vinnys-pizza--zamalek?aid=7766,84,"[15.0, 50.0, 40.0, 15.0, 473.0, 558.0, 775.0, 849.0, 458.0, 1107.0, 473.0, 558.0, 775.0, 849.0, 458.0, 1107.0, 40.0, 15.0, 15.0, 15.0, 15.0, 15.0, 175.0, 120.0, 70.0, 50.0, 60.0, 50.0, 35.0, 35.0, 35.0, 35.0, 35.0, 15.0, 35.0, 250.0, 230.0, 250.0]",15.0,1107.0,267.2368421052632,cairo
