restaurant_id,city,restaurant_name,location,cuisines,url,total_items,prices_list,min_price,max_price,avg_price
21,alexandria,Chicken Tikka,"inSidi Gaber,Egypt","Grills, Chicken, Fried chicken",https://www.talabat.com/egypt/restaurant/502521/chicken-tikka-green-plazatgo?aid=7177,99,"[215.0, 255.0, 275.0, 150.0, 55.0, 35.0, 965.0, 1130.0, 1215.0, 1360.0, 1480.0, 965.0, 1130.0, 1215.0, 1360.0, 1480.0, 175.0, 180.0, 170.0, 379.0, 744.0, 700.0, 775.0, 994.0, 994.0, 70.0, 60.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 55.0, 145.0, 235.0, 125.0, 95.0, 95.0, 85.0, 255.0, 180.0, 390.0, 450.0, 215.0, 240.0, 280.0, 240.0, 280.0, 264.0, 304.0, 150.0, 190.0, 310.0, 270.0, 235.0, 275.0, 275.0, 315.0, 140.0, 160.0, 145.0, 165.0, 140.0, 160.0, 170.0, 50.0, 180.0, 175.0, 175.0, 145.0, 135.0, 135.0, 135.0, 65.0, 55.0, 65.0, 35.0, 35.0, 80.0, 85.0, 65.0, 55.0, 65.0, 70.0, 60.0, 52.0, 45.0, 55.0, 55.0, 95.0, 80.0, 80.0, 80.0, 30.0, 45.0, 30.0, 30.0, 30.0]",30.0,1480.0,287.4848484848485
22,alexandria,Mumo,"inSemouha,Egypt","Fried chicken, Fast Food, Beverages",https://www.talabat.com/egypt/restaurant/747474/mumo-semouha-semouha-sporting-club?aid=7177,58,"[244.0, 275.0, 159.0, 169.0, 299.0, 14.0, 204.0, 185.0, 204.0, 185.0, 159.0, 175.0, 275.0, 299.0, 169.0, 244.0, 590.0, 539.0, 125.0, 125.0, 125.0, 125.0, 149.0, 169.0, 179.0, 189.0, 179.0, 125.0, 139.0, 69.0, 69.0, 55.0, 109.0, 99.0, 59.0, 14.0, 69.0, 39.0, 1.5, 19.0, 19.0, 25.0, 19.0, 35.0, 35.0, 10.0, 20.0, 30.0, 25.0]",1.5,590.0,139.5408163265306
23,alexandria,al farakhgi,"inSidi Gaber,Egypt","Chicken, Egyptian",https://www.talabat.com/egypt/restaurant/791058/al-farakhgi-sidi-gaber?aid=7177,55,"[280.0, 375.0, 563.0, 590.0, 160.0, 20.0, 480.0, 192.0, 1728.0, 160.0, 280.0, 535.0, 563.0, 295.0, 160.0, 160.0, 160.0, 160.0, 105.0, 135.0, 190.0, 110.0, 135.0, 240.0, 170.0, 240.0, 120.0, 120.0, 335.0, 563.0, 724.0, 1340.0, 1270.0, 1140.0, 1610.0, 1740.0, 1740.0, 2010.0, 663.0, 375.0, 697.0, 415.0, 590.0, 630.0, 657.0, 135.0, 420.0, 100.0, 20.0, 20.0, 20.0]",20.0,2010.0,502.7450980392157
24,alexandria,AYE ! SMASH,"inBab Sharq,Egypt",Burgers,https://www.talabat.com/egypt/restaurant/792979/aye-smash-el-hadara?aid=7177,31,"[75.0, 240.0, 245.0, 240.0, 515.0, 225.0, 270.0, 260.0, 245.0, 240.0, 240.0, 225.0, 240.0, 515.0, 255.0, 75.0, 50.0, 50.0, 50.0, 40.0, 40.0, 35.0, 35.0, 35.0, 45.0, 40.0, 40.0, 40.0, 40.0, 40.0, 40.0]",35.0,515.0,152.4193548387097
25,alexandria,Abou Shakra,"inAnwar El Sadat,Egypt","Grills, Pasta, Chicken, Arabic, Egyptian, Sandwiches",https://www.talabat.com/egypt/restaurant/502375/abou-shakra-lauran?aid=7177,93,"[216.0, 52.0, 30.0, 305.0, 270.0, 305.0, 216.0, 125.0, 165.0, 165.0, 240.0, 194.0, 210.0, 165.0, 460.0, 160.0, 210.0, 215.0, 240.0, 270.0, 335.0, 165.0, 554.0, 159.0, 169.0, 144.0, 169.0, 135.0, 135.0, 135.0, 135.0, 135.0, 157.0, 197.0, 170.0, 157.0, 157.0, 92.0, 107.0, 170.0, 69.0, 89.0, 120.0, 68.0, 154.0, 155.0, 68.0, 68.0, 59.0, 72.0, 51.0, 68.0, 72.0, 45.0, 54.0, 60.0, 67.0, 52.0, 43.0, 70.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 30.0, 35.0, 30.0, 30.0, 120.0]",30.0,554.0,135.40277777777777
26,alexandria,Shamy Elbait elkeber,"inSemouha,Egypt","Syrian, Shawerma, Sandwiches",https://www.talabat.com/egypt/restaurant/730085/shamy-elbait-elkeber-semouha-victor-emanouil?aid=7177,123,"[40.25, 35.0, 224.25, 23.0, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 223.75, 224.25, 755.44, 290.0, 650.0, 330.0, 368.0, 300.0, 350.0, 210.0, 210.0, 270.0, 90.0, 205.0, 160.0, 190.0, 230.0, 260.0, 245.0, 39.2, 40.25, 61.0, 32.2, 55.4, 61.0, 156.2, 173.0, 140.0, 165.0, 179.0, 162.0, 110.0, 195.0, 179.0, 130.0, 172.5, 276.0, 322.0, 224.25, 184.0, 207.0, 184.0, 244.95, 184.0, 172.5, 276.64, 218.5, 190.35, 264.5, 483.0, 287.2, 488.75, 150.0, 95.8, 95.8, 172.5, 195.5, 212.75, 230.0, 90.0, 85.0, 95.8, 107.0, 114.0, 101.4, 95.8, 96.37, 58.65, 72.0, 90.0, 90.0, 101.4, 107.0, 96.37, 130.0, 155.25, 131.34, 26.27, 23.0, 28.75, 40.25, 35.03, 46.0, 12.18, 45.0, 46.0, 15.68, 839.5, 115.0, 30.46, 51.75, 40.25, 35.0, 51.75, 18.4, 18.4, 13.8, 28.75, 23.52]",12.18,839.5,174.90973451327432
27,alexandria,China House - Semouha,"inGreen Plaza,Egypt","Chinese, Asian, Asian, Indian , Sushi",https://www.talabat.com/egypt/restaurant/635669/china-house-green-plaza?aid=7177,153,"[136.8, 111.72, 286.14, 118.56, 78.66, 85.5, 198.36, 215.46, 375.06, 427.0, 410.0, 493.5, 395.0, 135.66, 135.66, 86.64, 135.66, 429.64, 216.6, 216.6, 176.7, 168.72, 247.38, 237.12, 247.38, 271.32, 224.58, 313.5, 584.82, 95.76, 95.76, 95.76, 95.76, 124.26, 111.72, 95.76, 95.76, 124.26, 324.9, 286.14, 67.26, 80.94, 60.42, 78.66, 102.6, 111.72, 78.66, 111.72, 177.84, 86.64, 286.14, 303.24, 338.58, 286.14, 380.76, 286.14, 338.58, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 286.14, 303.24, 303.24, 286.14, 303.24, 303.24, 286.14, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 351.12, 378.48, 378.48, 351.12, 351.12, 351.12, 351.12, 494.76, 494.76, 494.76, 494.76, 494.76, 403.56, 403.56, 356.82, 494.76, 494.76, 494.76, 494.76, 356.82, 494.76, 494.76, 494.76, 114.0, 114.0, 149.34, 114.0, 129.96, 129.96, 177.84, 164.16, 128.82, 177.84, 157.32, 136.8, 148.2, 118.56, 190.38, 174.42, 182.4, 155.04, 197.22, 173.28, 158.46, 72.96, 61.56, 36.48, 102.6, 98.04, 85.5, 69.54, 125.4, 159.6, 191.52, 261.06, 352.26, 370.5, 111.72, 53.58, 53.58, 61.56, 55.86, 156.18, 156.18, 156.18, 128.82, 131.1, 101.46, 52.44, 45.6, 29.64]",29.64,584.82,235.7301960784314
28,alexandria,Hardee's,"inCarrefour,Egypt","Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/503087/hardees-carfour-alex-hard?aid=7177,93,"[235.0, 214.0, 130.0, 175.0, 204.0, 115.0, 264.0, 244.0, 344.0, 250.0, 418.0, 618.0, 915.0, 961.0, 199.0, 244.0, 199.0, 244.0, 210.0, 264.0, 244.0, 344.0, 250.0, 418.0, 618.0, 915.0, 961.0, 265.0, 235.0, 204.0, 245.0, 245.0, 220.0, 190.0, 159.0, 200.0, 200.0, 350.0, 305.0, 214.0, 175.0, 230.0, 218.0, 229.0, 275.0, 130.0, 169.0, 173.0, 184.0, 230.0, 340.0, 340.0, 255.0, 250.0, 315.0, 295.0, 210.0, 205.0, 160.0, 110.0, 155.0, 140.0, 105.0, 115.0, 95.0, 155.0, 110.0, 115.0, 115.0, 55.0, 35.0, 25.0, 25.0, 35.0, 25.0, 25.0, 115.0, 50.0, 65.0, 55.0, 85.0, 100.0, 120.0, 115.0, 45.0, 80.0, 99.0, 110.0, 35.0, 35.0, 35.0, 80.0, 80.0]",25.0,961.0,218.88172043010752
29,alexandria,TBS,"inGreen Plaza,Egypt","coffee & tea, Healthy",https://www.talabat.com/egypt/restaurant/503228/tbs-green-plaza?aid=7177,140,"[120.0, 100.0, 130.0, 50.0, 120.0, 165.0, 170.0, 200.0, 160.0, 165.0, 135.0, 125.0, 120.0, 140.0, 195.0, 130.0, 140.0, 120.0, 135.0, 110.0, 145.0, 160.0, 175.0, 120.0, 140.0, 95.0, 130.0, 135.0, 120.0, 120.0, 295.0, 210.0, 260.0, 190.0, 260.0, 250.0, 220.0, 220.0, 200.0, 205.0, 240.0, 250.0, 250.0, 455.0, 260.0, 260.0, 260.0, 260.0, 260.0, 340.0, 210.0, 210.0, 270.0, 170.0, 155.0, 170.0, 450.0, 300.0, 330.0, 325.0, 285.0, 270.0, 375.0, 210.0, 205.0, 90.0, 85.0, 90.0, 90.0, 90.0, 110.0, 105.0, 105.0, 100.0, 140.0, 135.0, 135.0, 585.0, 695.0, 1095.0, 720.0, 695.0, 185.0, 185.0, 205.0, 205.0, 75.0, 105.0, 110.0, 180.0, 105.0, 105.0, 95.0, 95.0, 75.0, 100.0, 100.0, 115.0, 660.0, 860.0, 115.0, 120.0, 120.0, 1160.0, 110.0, 105.0, 145.0, 110.0, 85.0, 85.0, 90.0, 120.0, 120.0, 125.0, 110.0, 125.0, 125.0, 330.0, 60.0, 60.0, 65.0, 60.0, 60.0, 50.0, 50.0, 55.0, 40.0, 40.0, 40.0, 90.0, 90.0, 90.0, 95.0, 90.0, 90.0, 60.0, 60.0, 35.0]",35.0,1160.0,190.9782608695652
30,alexandria,Pastaweesy,"inMostafa Kamel,Egypt","Pasta, Sandwiches, Sandwiches, Burgers",https://www.talabat.com/egypt/restaurant/502291/pastaweesy-mostafa-kamel?aid=7177,85,"[55.0, 32.0, 207.0, 320.0, 742.0, 741.0, 213.0, 281.0, 271.0, 321.0, 147.0, 211.0, 789.0, 284.0, 259.0, 207.0, 320.0, 742.0, 741.0, 213.0, 281.0, 271.0, 321.0, 147.0, 211.0, 789.0, 284.0, 259.0, 290.0, 620.0, 347.0, 420.0, 125.0, 140.0, 125.0, 135.0, 165.0, 15.0, 23.0, 118.0, 66.0, 15.0, 55.0, 108.0, 108.0, 69.0, 83.0, 79.0, 108.0, 15.0, 95.0, 84.0, 95.0, 95.0, 15.0, 23.0, 23.0, 32.0, 32.0, 32.0, 32.0]",15.0,789.0,220.4262295081967
31,cairo,Heart Attack,"inAl Manial,Egypt","Fried chicken, Sandwiches, Burgers",https://www.talabat.com/egypt/restaurant/639933/heart-attack-al-manial-tgo?aid=7766,119,"[15.0, 70.0, 70.0, 70.0, 70.0, 270.0, 380.0, 350.0, 450.0, 270.0, 450.0, 270.0, 360.0, 180.0, 380.0, 195.0, 225.0, 350.0, 230.0, 230.0, 200.0, 245.0, 200.0, 195.0, 195.0, 200.0, 110.0, 195.0, 195.0, 135.0, 110.0, 110.0, 110.0, 110.0, 220.0, 95.0, 320.0, 170.0, 230.0, 395.0, 780.0, 400.0, 610.0, 755.0, 1000.0, 1070.0, 380.0, 170.0, 180.0, 350.0, 490.0, 450.0, 270.0, 450.0, 270.0, 360.0, 180.0, 380.0, 195.0, 225.0, 350.0, 170.0, 170.0, 170.0, 170.0, 230.0, 230.0, 200.0, 245.0, 200.0, 195.0, 195.0, 200.0, 110.0, 195.0, 195.0, 135.0, 110.0, 110.0, 110.0, 110.0, 220.0, 95.0, 320.0, 170.0, 230.0, 395.0, 780.0, 400.0, 610.0, 755.0, 1000.0, 1070.0, 110.0, 110.0, 125.0, 235.0, 65.0, 90.0, 100.0, 90.0, 65.0, 125.0, 100.0, 5.0, 50.0, 60.0, 70.0, 70.0, 200.0, 70.0, 50.0, 30.0, 70.0, 50.0, 15.0, 30.0, 30.0, 15.0]",5.0,1070.0,247.60504201680672
32,cairo,Happy Dolphin,"inAl Manial,Egypt","International, Grills, Sandwiches, Pizza",https://www.talabat.com/egypt/restaurant/505206/happy-dolphin-al-manial?aid=7766,130,"[274.9, 241.4, 326.8, 285.0, 114.0, 68.4, 274.9, 326.8, 241.4, 292.41, 246.24, 400.14, 300.1, 180.0, 207.0, 240.0, 227.0, 136.8, 274.9, 326.8, 241.4, 292.41, 246.24, 400.14, 300.1, 182.4, 114.0, 96.9, 136.8, 136.8, 114.0, 136.8, 136.8, 79.8, 91.2, 79.8, 79.8, 210.9, 68.4, 68.4, 57.0, 68.4, 68.4, 68.4, 68.4, 68.4, 57.0, 68.4, 57.0, 28.5, 180.0, 207.0, 240.0, 227.0, 165.3, 142.5, 114.0, 119.7, 85.5, 199.5, 136.3, 136.3, 114.0, 148.2, 114.0, 91.2, 108.3, 148.2, 228.0, 148.2, 159.6, 239.4, 193.8, 307.8, 171.0, 250.8, 250.8, 127.2, 108.3, 226.86, 125.4, 142.5, 421.8, 433.2, 427.5, 387.6, 250.8, 399.0, 427.5, 285.0, 256.5, 313.5, 399.0, 399.0, 313.5, 296.4, 324.0, 250.0, 285.0, 456.0, 285.0, 524.4, 524.4, 399.0, 558.6, 433.2, 125.4, 142.5, 296.4, 57.0, 171.0, 91.2, 57.0, 125.4, 45.0, 51.4, 96.9, 85.5, 68.4, 79.8, 79.8, 79.8, 79.8, 79.8, 79.8, 79.4, 34.2, 34.2, 34.2, 45.6]",28.5,558.6,194.8772307692308
33,cairo,Cairo Kitchen,"inZamalek - 26 July,Egypt","Egyptian, Grills, Grills",https://www.talabat.com/egypt/restaurant/502417/cairo-kitchen-zamalek?aid=7766,81,"[68.4, 62.7, 153.9, 62.7, 62.7, 91.2, 159.6, 62.7, 74.1, 74.1, 74.1, 74.1, 74.1, 62.7, 102.6, 45.6, 74.1, 96.9, 108.3, 114.0, 171.0, 102.6, 79.8, 228.0, 627.0, 364.8, 627.0, 342.0, 342.0, 399.0, 399.0, 342.0, 216.6, 399.0, 342.0, 342.0, 216.6, 342.0, 399.0, 342.0, 399.0, 627.0, 399.0, 399.0, 342.0, 399.0, 364.8, 153.9, 285.0, 399.0, 182.4, 199.5, 342.0, 114.0, 79.8, 79.8, 62.7, 17.1, 79.8, 74.1, 17.1, 68.4, 68.4, 74.1, 74.1, 74.1, 74.1, 74.1, 74.1, 74.1, 74.1, 51.3, 51.3, 51.3, 22.8, 51.3, 285.0]",17.1,627.0,189.3584415584416
34,cairo,Burger King,"inAl Manial,Egypt","Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/507781/burger-king-al-manial?aid=7766,93,"[205.0, 299.0, 275.0, 70.0, 110.0, 110.0, 275.0, 299.0, 219.0, 219.0, 299.0, 219.0, 315.0, 375.0, 290.0, 840.0, 560.0, 275.0, 299.0, 219.0, 219.0, 299.0, 219.0, 310.0, 310.0, 315.0, 375.0, 260.0, 300.0, 290.0, 840.0, 560.0, 299.0, 400.0, 309.0, 360.0, 219.0, 315.0, 205.0, 429.0, 435.0, 460.0, 299.0, 380.0, 309.0, 309.0, 275.0, 259.0, 159.0, 470.0, 360.0, 110.0, 100.0, 75.0, 120.0, 60.0, 80.0, 90.0, 150.0, 110.0, 130.0, 60.0, 25.0, 60.0, 25.0, 25.0, 60.0, 340.0, 369.0, 375.0, 400.0, 410.0, 300.0, 250.0, 250.0, 249.0, 249.0, 320.0, 199.0, 215.0, 239.0, 99.0, 60.0, 70.0, 249.0, 239.0, 159.0, 145.0, 140.0, 120.0, 140.0, 140.0]",25.0,840.0,253.5434782608696
35,cairo,Pizza Master,"inDowntown - Magales El Sha'ab,Egypt","Pizza, Fast Food, Pasta, Pizza",https://www.talabat.com/egypt/restaurant/518625/pizza-master-downtown-magales-el-shaab?aid=7766,65,"[800.0, 700.0, 1100.0, 280.0, 900.0, 280.0, 700.0, 900.0, 800.0, 1100.0, 280.0, 700.0, 900.0, 800.0, 1100.0, 100.0, 210.0, 55.0, 110.0, 75.0, 35.0, 50.0]",35.0,1100.0,544.3181818181819
36,cairo,Abu Auf,"inAl Manial,Egypt","Grocery, Healthy , Nuts & Dried Fruit, Beverages, Coffee & Tea, Convenience Store, Roastery, Chocolate, Snacks",https://www.talabat.com/egypt/restaurant/702872/abu-auf-al-manial?aid=7766,172,"[144.5, 72.5, 30.0, 20.0, 121.0, 65.0, 352.0, 352.0, 391.0, 319.0, 380.0, 300.0, 300.0, 415.0, 353.0, 199.0, 308.0, 353.0, 303.0, 290.0, 110.0, 110.0, 144.0, 290.0, 90.0, 100.0, 140.0, 286.0, 155.0, 72.0, 353.0, 308.0, 308.0, 220.0, 275.0, 220.0, 220.0, 500.0, 160.0, 200.0, 352.0, 352.0, 391.0, 319.0, 156.0, 146.5, 156.5, 198.0, 156.0, 253.0, 253.0, 380.0, 156.5, 156.0, 236.5, 156.5, 156.5, 146.5, 146.5, 156.0, 236.5, 156.0, 132.0, 144.5, 121.0, 176.0, 198.0, 231.0, 132.0, 132.0, 25.0, 25.0, 25.0, 75.0, 90.0, 90.0, 90.0, 30.0, 30.0, 30.0, 155.0, 155.0, 155.0, 155.0, 120.0, 120.0, 120.0, 120.0, 120.0, 30.0, 90.0, 75.0, 25.0, 25.0, 300.0, 25.0, 300.0, 25.0, 155.0, 90.0, 55.0, 55.0, 55.0, 55.0, 55.0, 30.0, 30.0, 30.0, 15.0, 15.0, 15.0, 45.0, 62.0, 62.0, 35.0, 35.0, 27.0, 20.0, 20.0, 45.0, 45.0, 45.0, 30.0, 30.0, 30.0, 8.0, 8.0, 33.0, 33.0, 33.0, 33.0, 11.0, 11.0, 20.0, 20.0, 20.0, 38.5, 35.5, 17.0, 17.0, 11.0, 65.0, 50.0, 50.0, 150.0, 50.0, 45.0, 45.0, 45.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 195.0, 220.0, 195.0, 220.0, 220.0, 40.5, 25.0, 72.5, 68.0, 126.5, 121.0, 130.0, 45.0, 415.0, 40.0, 40.0]",8.0,500.0,131.9796511627907
37,cairo,Mo'men,"inAl Manial,Egypt","Sandwiches, Fish & Seafood, Burgers, Chicken",https://www.talabat.com/egypt/restaurant/502351/momen-al-manial?aid=7766,117,"[406.0, 430.0, 250.0, 40.0, 406.0, 980.0, 430.0, 250.0, 240.0, 333.0, 331.0, 339.0, 392.0, 500.0, 639.0, 531.0, 746.0, 800.0, 923.0, 406.0, 376.5, 427.5, 240.0, 980.0, 430.0, 250.0, 240.0, 333.0, 331.0, 339.0, 392.0, 500.0, 639.0, 531.0, 746.0, 800.0, 923.0, 451.0, 262.2, 262.2, 257.0, 188.1, 188.1, 199.5, 216.6, 216.6, 308.0, 63.0, 68.0, 313.5, 279.3, 256.5, 313.51, 256.5, 239.4, 57.0, 17.0, 17.0, 46.0, 137.0, 63.0, 86.0, 86.0, 74.0, 74.0, 80.0, 60.5, 17.0, 17.0, 17.0, 17.0, 19.0, 23.0, 17.0, 40.0, 63.0, 154.0, 97.0, 103.0, 131.0, 80.0, 74.0, 29.0, 33.0, 33.0, 33.0, 33.0, 52.0, 27.0, 13.0]",13.0,980.0,267.8723333333333
38,cairo,Pizza King,"inAl Manial,Egypt","Pizza, Pasta, Pizza, Italian",https://www.talabat.com/egypt/restaurant/502838/pizza-king-al-manial?aid=7766,162,"[350.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 246.0, 642.0, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 350.0, 364.29, 366.67, 239.4, 324.9, 239.4, 324.9, 496.0, 710.0, 356.0, 371.0, 363.0, 431.0, 631.0, 993.0, 1016.0, 331.0, 246.0, 642.0, 251.0, 359.0, 336.0, 444.6, 400.0, 477.0, 554.0, 616.0, 862.0, 577.0, 662.0, 723.0, 816.0, 1108.0, 623.0, 731.0, 854.0, 1008.0, 1239.0, 585.0, 662.0, 739.0, 846.0, 1123.0, 165.0, 165.0, 188.0, 171.0, 103.0, 103.0, 160.0, 154.0, 154.0, 148.0, 143.0, 143.0, 143.0, 148.0, 148.0, 148.0, 148.0, 188.0, 188.0, 137.0, 60.0, 74.0, 74.0, 68.0, 80.0, 80.0, 63.0, 137.0, 91.0, 142.5, 63.0, 63.0, 40.0, 51.0, 136.0, 57.0, 46.0, 23.0, 19.0, 17.0, 17.0, 17.0, 14.0, 17.0, 80.0, 74.0, 80.0, 80.0, 29.0, 33.0, 33.0, 33.0, 33.0, 52.0, 27.0]",14.0,1239.0,401.1911627906977
39,cairo,Abdel Rahim Koueider,"inAl Manial,Egypt","Desserts, Cakes and Desserts, Bakery & Pastry, Arabic sweets, Cakes, Chocolate, bakery & pastry, Ice cream",https://www.talabat.com/egypt/restaurant/687594/abdel-rahim-koueider-al-manial?aid=7766,166,"[70.0, 70.0, 60.0, 130.0, 90.0, 100.0, 90.0, 145.0, 160.0, 15.0, 1045.0, 640.0, 715.0, 605.0, 545.0, 440.0, 440.0, 605.0, 120.0, 125.0, 25.0, 25.0, 20.0, 135.0, 135.0, 135.0, 65.0, 65.0, 550.0, 75.0, 380.0, 150.0, 45.0, 135.0, 60.0, 60.0, 340.0, 485.0, 113.0, 475.0, 550.0, 695.0, 1450.0, 265.0, 1090.0, 640.0, 780.0, 525.0, 485.0, 600.0, 375.0, 810.0, 750.0, 615.0, 740.0, 495.0, 810.0, 60.0, 80.0, 90.0, 65.0, 70.0, 65.0, 715.0, 90.0, 70.0, 70.0, 60.0, 55.0, 60.0, 160.0, 90.0, 40.0, 40.0, 35.0, 45.0, 40.0, 45.0, 55.0, 55.0, 85.0, 1100.0, 220.0, 160.0, 1100.0, 650.0, 380.0, 1050.0, 400.0, 790.0, 490.0, 950.0, 250.0, 175.0, 140.0, 140.0, 275.0, 1100.0, 275.0, 550.0, 175.0, 240.0, 180.0, 120.0, 240.0, 240.0, 250.0, 180.0, 90.0, 120.0]",15.0,1450.0,323.8909090909091
