restaurant_id,city,restaurant_name,location,cuisines,url,total_items,prices_list,min_price,max_price,avg_price
40,cairo,Mawlay,"inGarden City,Egypt","Arabic, Egyptian",https://www.talabat.com/egypt/restaurant/771138/mawlay-garden-city?aid=7766,83,"[90.0, 380.0, 720.0, 165.0, 350.0, 110.0, 100.0, 100.0, 195.0, 70.0, 165.0, 195.0, 195.0, 195.0, 125.0, 240.0, 150.0, 135.0, 140.0, 140.0, 140.0, 380.0, 720.0, 319.0, 299.0, 299.0, 390.0, 260.0, 350.0, 260.0, 405.0, 510.0, 345.0, 625.0, 535.0, 350.0, 375.0, 310.0, 510.0, 350.0, 410.0, 225.0, 90.0, 440.0, 300.0, 295.0, 125.0, 465.0, 375.0, 420.0, 75.0, 50.0, 50.0, 70.0, 50.0, 55.0, 60.0, 60.0, 45.0, 55.0, 45.0, 60.0, 85.0, 65.0, 75.0, 70.0, 55.0, 165.0, 70.0, 55.0, 95.0, 20.0, 65.0]",20.0,720.0,223.72602739726028
41,cairo,KFC,"inAl Manial,Egypt","Fried chicken, Sandwiches, Fast Food, Chicken",https://www.talabat.com/egypt/restaurant/658817/kfc-manial-kfc-tmp?aid=7766,131,"[109.0, 65.0, 40.0, 630.0, 240.0, 299.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 446.0, 445.0, 535.0, 189.0, 255.0, 375.0, 375.0, 210.0, 288.0, 288.0, 115.0, 115.0, 160.0, 235.0, 115.0, 130.0, 130.0, 175.0, 250.0, 210.0, 210.0, 255.0, 330.0, 230.0, 299.0, 430.0, 630.0, 334.0, 240.0, 340.0, 510.0, 340.0, 255.0, 189.0, 210.0, 200.0, 240.0, 360.0, 294.0, 446.0, 445.0, 535.0, 399.0, 205.0, 350.0, 189.0, 695.0, 920.0, 545.0, 770.0, 725.0, 840.0, 950.0, 1055.0, 810.0, 660.0, 1025.0, 875.0, 629.0, 685.0, 255.0, 325.0, 149.0, 375.0, 375.0, 210.0, 215.0, 245.0, 250.0, 255.0, 285.0, 255.0, 288.0, 260.0, 288.0, 260.0, 155.0, 170.0, 155.0, 110.0, 110.0, 110.0, 205.0, 210.0, 210.0, 180.0, 180.0, 125.0, 125.0, 65.0, 40.0, 30.0, 60.0, 3.0, 90.0, 130.0, 110.0, 180.0, 109.0, 90.0, 90.0, 125.0, 65.0, 40.0, 7.0, 84.0, 84.0, 35.0, 35.0, 35.0, 34.0]",3.0,1055.0,294.0916030534351
42,cairo,Smoothie Paradise,"inDowntown - Magales El Sha'ab,Egypt","Beverages, Juices",https://www.talabat.com/egypt/restaurant/788002/smoothie-paradise-downtown-magales-el-shaab?aid=7766,90,"[75.0, 30.0, 75.0, 80.0, 55.0, 90.0, 50.0, 60.0, 30.0, 115.0, 125.0, 115.0, 95.0, 115.0, 75.0, 85.0, 120.0, 42.5, 50.0, 50.0, 60.0, 60.0, 60.0, 60.0, 60.0, 59.0, 55.0, 70.0, 75.0, 65.0, 70.0, 65.0, 95.0, 80.0, 75.0, 75.0, 80.0, 80.0, 90.0, 75.0, 55.0, 55.0, 55.0, 145.0, 115.0, 115.0, 90.0, 85.0, 75.0, 75.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 65.0, 95.0, 60.0, 60.0, 85.0, 75.0, 85.0, 65.0, 90.0, 110.0, 70.0, 75.0, 85.0, 115.0, 65.0, 70.0, 38.0, 65.0, 110.0, 95.0, 100.0, 100.0, 100.0, 100.0, 100.0, 35.0, 35.0, 40.0, 48.0, 36.0, 60.0, 72.0]",30.0,145.0,74.8932584269663
43,cairo,Mr. Koko,"inDowntown - Abdin,Egypt","Burgers, Arabic, Sandwiches",https://www.talabat.com/egypt/restaurant/764690/mr-koko-downtown-abdin?aid=7766,73,"[155.0, 70.0, 30.0, 155.0, 155.0, 155.0, 155.0, 155.0, 195.0, 215.0, 215.0, 185.0, 195.0, 195.0, 185.0, 185.0, 70.0, 100.0, 100.0, 60.0, 90.0, 90.0, 95.0, 95.0, 20.0, 20.0, 20.0, 15.0, 20.0, 25.0, 30.0, 30.0, 30.0, 20.0, 20.0, 20.0, 25.0]",15.0,215.0,97.16216216216216
44,cairo,Costa Coffee,"inDowntown - Abdin,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/502873/costa-coffee-sherif-streettgo?aid=7766,100,"[95.0, 100.0, 80.0, 95.0, 105.0, 95.0, 120.0, 120.0, 200.0, 220.0, 185.0, 95.0, 95.0, 95.0, 100.0, 80.0, 105.0, 105.0, 100.0, 70.0, 70.0, 70.0, 65.0, 105.0, 100.0, 100.0, 105.0, 60.0, 105.0, 100.0, 100.0, 100.0, 100.0, 95.0, 100.0, 80.0, 105.0, 100.0, 100.0, 105.0, 100.0, 95.0, 95.0, 110.0, 110.0, 110.0, 120.0, 125.0, 120.0, 160.0, 170.0, 160.0, 170.0, 240.0, 180.0, 120.0, 190.0, 180.0, 90.0, 85.0, 85.0, 70.0, 70.0, 95.0, 150.0, 150.0, 110.0, 70.0, 70.0, 110.0, 110.0, 110.0, 110.0, 100.0, 90.0, 70.0, 70.0, 99.0, 120.0, 75.0, 75.0, 90.0, 150.0, 150.0, 150.0, 145.0, 95.0, 80.0, 80.0, 80.0, 40.0, 90.0, 90.0, 90.0, 25.0, 40.0, 1200.0, 1000.0, 900.0, 999.0]",25.0,1200.0,143.58
45,cairo,Papa John's Pizza,"inHaram - Wimpy,Egypt","Pizza, Fast Food, Pizza",https://www.talabat.com/egypt/restaurant/502884/papa-johns-pizza-el-mesaha?aid=7766,73,"[200.0, 535.0, 300.0, 460.0, 460.0, 435.0, 635.0, 170.0, 120.0, 200.0, 130.01, 200.0, 170.0, 165.0, 86.0, 111.0, 56.0, 188.0, 165.0, 165.0, 95.0, 140.0, 226.01, 226.01, 226.01, 188.0, 188.0, 165.0, 140.0, 140.0, 25.0, 25.0, 25.0, 25.0, 10.0, 2.0, 110.0, 79.0, 95.0, 30.0, 35.0, 20.0]",2.0,635.0,170.62
46,cairo,Spectra,"inDokki,Egypt","International, Grills, Healthy , Soup, Chicken, Salad",https://www.talabat.com/egypt/restaurant/503182/spectra-shooting-club-street-dokki?aid=7766,325,"[399.0, 120.0, 399.0, 399.0, 120.0, 445.0, 120.0, 120.0, 120.0, 120.0, 137.0, 120.0, 468.0, 468.0, 251.0, 171.0, 171.0, 171.0, 616.0, 434.0, 228.0, 228.0, 194.0, 308.0, 171.0, 171.0, 228.0, 171.0, 354.0, 297.0, 434.0, 342.0, 251.0, 399.0, 342.0, 342.0, 342.0, 342.0, 342.0, 342.0, 479.0, 434.0, 194.0, 365.0, 194.0, 263.0, 377.0, 479.0, 399.0, 399.0, 582.0, 434.0, 434.0, 445.0, 673.0, 434.0, 434.0, 434.0, 1129.0, 399.0, 1585.0, 434.0, 434.0, 399.0, 434.0, 434.0, 491.0, 491.0, 741.0, 1243.0, 1767.0, 445.0, 445.0, 673.0, 491.0, 2269.0, 1539.0, 662.0, 627.0, 684.0, 662.0, 753.0, 662.0, 730.0, 753.0, 707.0, 2052.0, 1357.0, 650.0, 616.0, 616.0, 582.0, 684.0, 1767.0, 673.0, 673.0, 753.0, 753.0, 2041.0, 468.0, 502.0, 525.0, 593.0, 502.0, 593.0, 103.0, 109.0, 114.0, 92.0, 126.0, 97.0, 103.0, 97.0, 109.0, 109.0, 109.0, 109.0, 411.0, 479.0, 479.0, 582.0, 548.0, 411.0, 605.0, 548.0, 730.0, 730.0, 776.0, 730.0, 582.0, 1095.0, 1528.0, 1881.0, 411.0, 263.0, 263.0, 263.0, 263.0, 308.0, 388.0, 525.0, 274.0, 365.0, 525.0, 320.0, 525.0, 354.0, 274.0, 388.0, 308.0, 228.0, 422.0, 251.0, 399.0, 513.0, 536.0, 513.0, 308.0, 525.0, 228.0, 308.0, 399.0, 422.0, 422.0, 536.0, 536.0, 240.0, 206.0, 217.0, 217.0, 234.0, 240.0, 206.0, 217.0, 217.0, 217.0, 262.0, 262.0, 217.0, 240.0, 217.0, 217.0, 217.0, 183.0, 217.0, 217.0, 240.0, 240.0, 240.0, 263.0, 263.0, 263.0, 263.0, 263.0, 263.0, 342.0, 263.0, 251.0, 22.8, 160.0, 22.8, 22.8, 22.8, 22.8, 22.8, 22.8, 22.8, 114.0, 22.8, 22.8, 22.8, 22.8, 22.8, 22.8, 39.9, 22.8, 22.8, 22.8, 22.8, 46.0, 22.8, 240.0, 217.0, 228.0, 171.0, 217.0, 217.0, 132.0, 149.0, 177.0, 206.0, 137.0, 171.0, 177.0, 194.0, 177.0, 137.0, 137.0, 120.0, 194.0, 217.0, 137.0, 217.0, 46.0, 217.0, 30.0, 177.0, 719.0, 844.0, 627.0, 684.0, 639.0, 684.0, 639.0, 639.0, 639.0, 109.0, 109.0, 109.0, 109.0, 97.0, 69.0, 80.0, 92.0, 80.0, 92.0, 92.0, 92.0, 52.0, 30.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 52.0, 92.0, 80.0, 92.0, 103.0, 103.0, 103.0, 92.0, 69.0, 80.0, 80.0, 92.0, 92.0, 92.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 30.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0, 75.0, 75.0, 75.0, 75.0, 75.0, 109.0, 109.0, 109.0, 109.0, 109.0, 109.0]",22.8,2269.0,333.7564814814815
47,cairo,Cook Door,"inAl Manial,Egypt","Sandwiches, Burgers, Fast Food",https://www.talabat.com/egypt/restaurant/510616/cook-door-al-manial-tgo?aid=7766,72,"[90.0, 60.0, 964.0, 450.0, 600.0, 639.0, 964.0, 450.0, 600.0, 639.0, 220.0, 245.0, 155.0, 520.0, 520.0, 290.0, 115.0, 115.0, 290.0, 185.0, 450.0, 155.0, 155.0, 360.0, 360.0, 360.0, 345.0, 315.0, 60.0, 120.0, 60.0, 90.0, 60.0, 105.0, 140.0, 155.0, 220.0, 245.0, 80.0, 80.0, 49.0, 40.0, 25.0, 20.0, 5.0, 20.0, 20.0, 20.0, 15.0, 20.0, 20.0, 25.0, 25.0, 20.0]",5.0,964.0,228.7037037037037
48,cairo,La Pomme,"inGiza,Egypt","Pizza, Desserts, Cakes",https://www.talabat.com/egypt/restaurant/505141/la-pomme-giza?aid=7766,121,"[90.0, 380.0, 80.0, 380.0, 85.0, 85.0, 85.0, 80.0, 70.0, 126.0, 138.0, 140.0, 140.0, 126.0, 35.0, 12.0, 140.0, 165.0, 145.0, 140.0, 155.0, 140.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 90.0, 75.0, 255.0, 115.0, 175.0, 130.0, 140.0, 135.0, 120.0, 155.0, 190.0, 185.0, 715.0, 610.0, 645.0, 620.0, 655.0, 620.0, 380.0, 75.0, 85.0, 85.0, 85.0, 85.0, 40.0, 40.0, 40.0, 55.0, 75.0, 65.0, 65.0, 65.0, 84.0, 84.0, 84.0, 490.0, 1.0, 175.0, 35.0, 45.0, 30.0, 105.0, 80.0, 80.0, 80.0, 70.0, 65.0, 1100.0, 1200.0]",1.0,1200.0,145.08510638297872
49,cairo,Beano's Cafe,"inDowntown - Tahrir,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/516609/beanos-cafe-downtown-tahrir?aid=7766,163,"[125.0, 130.0, 250.0, 205.0, 150.0, 150.0, 235.71, 242.86, 235.71, 242.86, 80.0, 155.0, 110.0, 125.0, 105.0, 105.0, 160.0, 175.0, 185.0, 185.0, 110.0, 135.0, 95.0, 135.0, 95.0, 110.0, 85.0, 170.0, 135.0, 160.0, 235.0, 290.0, 260.0, 250.0, 295.0, 225.0, 215.0, 295.0, 275.0, 400.0, 285.0, 400.0, 160.0, 235.0, 220.0, 190.0, 175.0, 220.0, 205.0, 220.0, 190.0, 260.0, 100.0, 175.0, 205.0, 185.0, 275.0, 295.0, 250.0, 215.0, 295.0, 305.0, 315.0, 250.0, 320.0, 395.0, 295.0, 280.0, 290.0, 325.0, 325.0, 375.0, 315.0, 295.0, 350.0, 315.0, 325.0, 350.0, 110.0, 185.0, 105.0, 175.0, 65.0, 175.0, 175.0, 195.0, 130.0, 85.0, 180.0, 245.0, 180.0, 190.0, 190.0, 225.0, 170.0, 205.0, 105.0, 175.0, 150.0, 160.0, 205.0, 170.0, 205.0, 150.0, 125.0, 150.0, 150.0, 150.0, 150.0, 220.0, 200.0, 110.0, 200.0, 185.0, 200.0, 120.0, 145.0, 210.0, 175.0, 175.0, 175.0, 175.0, 210.0, 170.0, 275.0, 275.0, 275.0, 160.0, 105.0, 105.0, 185.0, 105.0, 105.0, 105.0, 120.0, 105.0, 125.0, 125.0, 125.0, 115.0, 125.0, 110.0, 130.0, 110.0, 130.0, 140.0, 130.0, 100.0, 100.0, 100.0, 80.0, 80.0, 80.0, 25.0, 375.0, 500.0, 375.0, 320.0, 320.0, 275.0, 565.0, 560.0, 460.0]",25.0,565.0,201.2401226993865
50,cairo,Haty Al Sahaba,"inShobra,Egypt","Grills, Shawerma, Sandwiches",https://www.talabat.com/egypt/restaurant/505612/haty-el-sahaba-shobra?aid=7766,113,"[15.0, 50.0, 25.0, 500.0, 250.0, 250.0, 200.0, 1800.0, 1800.0, 25.0, 50.0, 1000.0, 750.0, 900.0, 1650.0, 1100.0, 1050.0, 320.0, 430.0, 250.0, 280.0, 470.0, 325.0, 450.0, 320.0, 320.0, 440.0, 300.0, 300.0, 300.0, 300.0, 350.0, 350.0, 350.0, 390.0, 50.0, 30.0, 50.0, 50.0, 50.0, 50.0, 20.0, 15.0, 25.0, 50.0, 20.0, 20.0, 20.0, 15.0, 35.0, 50.0, 150.0, 180.0, 280.0, 220.0, 430.0, 270.0, 200.0, 425.0, 200.0, 200.0, 200.0, 600.0, 500.0, 400.0, 300.0, 200.0, 450.0, 250.0, 200.0, 350.0, 200.0, 100.0, 50.0, 100.0]",15.0,1800.0,328.8666666666667
51,cairo,Daddy's Burger,"inDowntown - Tahrir,Egypt","Burgers, Beverages, Sandwiches",https://www.talabat.com/egypt/restaurant/779910/daddys-burger-downtown-tahrir?aid=7766,45,"[175.0, 179.0, 170.0, 180.0, 189.0, 175.0, 179.0, 184.0, 194.0, 189.0, 219.0, 240.0, 170.0, 180.0, 170.0, 175.0, 175.0, 145.0, 120.0, 160.0, 200.0, 90.0, 60.0, 55.0, 55.0, 75.0, 100.0, 30.0, 40.0, 15.0, 20.0, 20.0, 20.0, 20.0, 15.0, 25.0, 15.0, 30.0, 20.0, 30.0, 20.0, 40.0, 10.0, 5.0, 10.0]",5.0,240.0,101.95555555555556
52,cairo,B.LABAN,"inDowntown - El Sayeda Zeinab,Egypt","Desserts, Arabic sweets",https://www.talabat.com/egypt/restaurant/732798/blaban-downtown-el-sayeda-zeinab?aid=7766,62,"[400.0, 400.0, 160.0, 80.0, 145.0, 200.0, 145.0, 145.0, 170.0, 140.0, 160.0, 145.0, 180.0, 100.0, 130.0, 145.0, 175.0, 145.0, 190.0, 190.0, 130.0, 75.0, 140.0, 75.0, 110.0, 100.0, 115.0, 75.0, 110.0, 100.0, 110.0, 30.0, 65.0, 70.0, 65.0, 50.0, 75.0, 110.0, 135.0, 135.0, 135.0, 150.0, 105.0, 100.0, 95.0, 110.0, 110.0, 105.0, 70.0, 65.0, 65.0, 75.0, 70.0, 80.0, 65.0, 115.0, 95.0, 135.0, 80.0, 135.0, 95.0, 140.0]",30.0,400.0,122.8225806451613
53,cairo,Vinny's Pizzeria,"inZamalek,Egypt","Pizza, Desserts, Salad",https://www.talabat.com/egypt/restaurant/503502/vinnys-pizza-zamalek?aid=7766,86,"[15.0, 50.0, 40.0, 15.0, 473.0, 558.0, 785.0, 849.0, 458.0, 1107.0, 289.0, 473.0, 558.0, 785.0, 849.0, 458.0, 1107.0, 289.0, 70.0, 50.0, 60.0, 50.0, 250.0, 230.0, 250.0, 15.0, 15.0, 15.0, 15.0, 15.0, 40.0, 90.0, 175.0, 120.0, 70.0, 15.0, 35.0, 35.0, 35.0, 35.0, 35.0, 35.0]",15.0,1107.0,259.8333333333333
54,cairo,Cilantro,"inDowntown - Tahrir,Egypt","coffee & tea, Sandwiches, Desserts",https://www.talabat.com/egypt/restaurant/509415/cilantro-downtown-tahrir?aid=7766,128,"[127.0, 127.0, 127.0, 112.0, 142.0, 132.0, 225.0, 225.0, 300.0, 260.0, 260.0, 600.0, 520.0, 225.0, 225.0, 300.0, 260.0, 260.0, 600.0, 520.0, 185.0, 185.0, 165.0, 165.0, 160.0, 155.0, 155.0, 155.0, 155.0, 165.0, 170.0, 140.0, 230.0, 230.0, 200.0, 155.0, 140.0, 140.0, 132.0, 137.0, 127.0, 132.0, 127.0, 137.0, 112.0, 112.0, 105.0, 132.0, 132.0, 132.0, 90.0, 97.0, 142.0, 90.0, 127.0, 132.0, 135.0, 137.0, 132.0, 157.0, 142.0, 142.0, 112.0, 127.0, 137.0, 127.0, 127.0, 97.0, 112.0, 152.0, 142.0, 137.0, 215.0, 170.0, 155.0, 180.0, 170.0, 170.0, 160.0, 165.0, 160.0, 175.0, 85.0, 85.0, 85.0, 85.0, 85.0, 85.0, 80.0, 80.0, 80.0, 80.0, 130.0, 130.0, 115.0, 130.0, 130.0, 130.0, 145.0, 145.0, 145.0, 145.0, 145.0, 145.0, 95.0, 90.0, 90.0, 90.0, 127.0, 60.0, 25.0, 25.0, 25.0, 25.0, 455.0, 455.0, 455.0, 455.0, 360.0, 380.0, 550.0, 480.0, 255.0, 560.0, 635.0, 750.0, 265.0, 425.0]",25.0,750.0,189.25
55,cairo,Buffalo Burger,"inAl Manial,Egypt","Burgers, Sandwiches",https://www.talabat.com/egypt/restaurant/700435/buffalo-burger-al-manial-tgo?aid=7766,75,"[300.0, 280.0, 135.0, 135.0, 140.0, 150.0, 150.0, 185.0, 185.0, 215.0, 215.0, 220.0, 230.0, 230.0, 265.0, 265.0, 190.0, 220.0, 190.0, 190.0, 235.0, 235.0, 185.0, 215.0, 190.0, 245.0, 235.0, 185.0, 210.0, 270.0, 300.0, 270.0, 270.0, 315.0, 315.0, 265.0, 295.0, 270.0, 325.0, 315.0, 265.0, 290.0, 190.0, 270.0, 185.0, 195.0, 180.0, 235.0, 265.0, 275.0, 260.0, 315.0, 225.0, 130.0, 50.0, 60.0, 95.0, 75.0, 100.0, 135.0, 105.0, 45.0, 105.01, 15.0, 30.0, 15.0, 15.0, 15.0, 3.0, 15.0, 10.0, 100.0, 100.0, 15.0, 40.0]",3.0,325.0,182.1068
56,cairo,ِAl Sharqawy Al Asly,"inDowntown - Abdin,Egypt","Sandwiches, Arabic, Egyptian",https://www.talabat.com/egypt/restaurant/747562/al-sharqawy-al-asly-ahmed-maher?aid=7766,42,"[130.0, 70.0, 15.0, 5.0, 250.0, 15.0, 1260.0, 630.0, 500.0, 250.0, 130.0, 70.0, 5.0, 620.0, 310.0, 160.0, 85.0, 1260.0, 630.0, 320.0, 160.0, 1000.0, 500.0, 250.0, 130.0, 55.0, 100.0, 60.0, 115.0, 500.0, 250.0, 130.0, 70.0, 15.0, 15.0, 15.0, 25.0, 25.0, 25.0, 15.0, 20.0, 75.0]",5.0,1260.0,244.4047619047619
57,cairo,WAFFLICIOUS,"inDokki - El Dokki Street,Egypt","Desserts, Breakfast, Waffles, Cakes",https://www.talabat.com/egypt/restaurant/502267/wafflicious-dokki-tmp?aid=7766,109,"[131.1, 131.1, 141.36, 226.68, 141.36, 157.32, 131.1, 131.1, 148.2, 109.44, 109.44, 109.44, 109.44, 109.44, 131.1, 142.5, 153.9, 136.8, 93.48, 110.58, 104.88, 117.42, 123.12, 104.88, 172.14, 206.34, 141.36, 183.54, 174.42, 180.12, 180.12, 212.04, 238.26, 294.12, 166.44, 141.36, 197.22, 208.62, 131.1, 111.72, 93.48, 93.48, 131.1, 111.72, 93.48, 163.02, 157.32, 166.44, 144.78, 283.86, 226.68, 193.8, 253.08, 54.72, 102.6, 144.78, 125.4, 199.5, 98.04, 98.04, 98.04, 98.04, 541.5, 649.8, 684.0, 570.0, 615.6, 684.0, 541.5, 615.6, 153.9, 182.4, 182.4, 153.9, 159.6, 153.9, 142.5, 142.5, 153.9, 176.7, 176.7, 176.7, 176.7, 169.86, 176.7, 125.4, 92.34, 118.56, 119.7, 131.1, 131.1, 109.44, 109.44, 123.12, 134.52, 95.76, 102.6, 91.2, 102.6, 102.6, 285.0, 296.4, 364.8, 92.34, 46.74, 104.88, 172.14, 143.7, 149.4]",46.74,684.0,182.57559633027523
58,cairo,Recota,"inAnwar El Sadat,Egypt","Pizza, Desserts, Fast Food",https://www.talabat.com/egypt/restaurant/508082/recota-al-manial?aid=7766,80,"[70.0, 70.0, 70.0, 70.0, 110.0, 120.0, 120.0, 120.0]",70.0,120.0,93.75
59,cairo,Kyoto Sushi,"inDokki - Mosaddak,Egypt","Sushi, Japanese , Asian",https://www.talabat.com/egypt/restaurant/649438/kyoto-sushi-dokki-mosaddak?aid=7766,254,"[638.4, 191.5, 11.4, 11.4, 273.6, 91.2, 250.8, 273.6, 250.8, 146.0, 285.0, 250.8, 285.0, 285.0, 164.2, 164.2, 285.0, 250.8, 250.8, 285.0, 228.0, 148.2, 273.6, 410.4, 410.4, 73.0, 38.8, 19.4, 260.0, 260.0, 260.0, 202.92, 260.0, 260.0, 260.0, 260.0, 148.2, 171.0, 262.2, 262.2, 262.2, 262.2, 262.2, 638.4, 410.4, 581.4, 656.6, 996.4, 1055.6, 1550.4, 1824.0, 2565.0, 2918.4, 3892.0, 59.28, 136.8, 54.72, 125.4, 136.8, 52.4, 96.9, 136.8, 68.4, 262.2, 27.4, 37.6, 67.3, 125.4, 59.3, 148.2, 142.5, 399.0, 136.8, 228.8, 399.0, 399.0, 74.1, 296.4, 330.6, 296.0, 250.8, 273.6, 250.8, 146.0, 285.0, 250.8, 285.0, 285.0, 164.2, 164.2, 285.0, 250.8, 250.8, 285.0, 228.0, 148.2, 273.6, 34.2, 34.2, 34.2, 31.9, 25.1, 31.9, 31.9, 17.1, 18.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 34.2, 410.4, 410.4, 73.0, 38.8, 19.4, 364.8, 364.8, 364.8, 364.8, 273.6, 273.6, 273.6, 228.0, 228.0, 273.6, 228.0, 273.6, 193.8, 273.6, 273.6, 273.6, 260.0, 260.0, 260.0, 202.92, 260.0, 260.0, 260.0, 260.0, 148.2, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 171.0, 112.9, 112.9, 262.2, 262.2, 262.2, 262.2, 262.2, 112.86, 44.5, 44.5, 131.1, 131.1, 131.1, 131.1, 131.1, 44.5, 131.1, 85.5, 131.1, 131.1, 131.1, 57.0, 91.2, 205.2, 136.8, 399.0, 399.0, 342.0, 399.0, 34.2, 34.2, 34.2, 34.2, 68.4, 159.6, 191.5, 239.4, 287.3, 319.2, 351.1, 478.8, 638.4, 410.4, 581.4, 656.6, 996.4, 1055.6, 1550.4, 1824.0, 2565.0, 2918.4, 3892.0, 11.4, 11.4, 11.4, 11.4]",11.4,3892.0,332.7807692307692
60,cairo,Misr El-Kheir,"inDowntown - Magra El Ouyon,Egypt",Charity,https://www.talabat.com/egypt/restaurant/505157/misr-el-kheir?aid=7766,18,"[100.0, 100.0, 300.0, 100.0, 500.0, 600.0, 11900.0, 100.0, 550.0, 480.0, 100.0, 100.0, 100.0, 600.0, 500.0, 300.0, 6000.0, 600.0]",100.0,11900.0,1279.4444444444443
